,index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
15901,28268,"[20, 25[",Private,209955,HS-grad,9,Never-married,Craft-repair, Not-in-family,*,Male,0,0,48,United-States, <=50K
15902,28272,"[40, 45[",Local-gov,136986,Masters,14,Married-civ-spouse,Prof-specialty, Husband,*,Male,15024,0,35,United-States, >50K
15903,28274,"[20, 25[",Private,130741,Bachelors,13,Never-married,Sales, Own-child,*,Male,0,0,40,United-States, <=50K
15904,28275,"[20, 25[",Federal-gov,191878,Some-college,10,Never-married,Adm-clerical, Own-child,*,Female,0,0,20,United-States, <=50K
15905,28276,"[20, 25[",?,233923,Some-college,10,Never-married,?, Own-child,*,Female,0,0,24,United-States, <=50K
15906,28277,"[20, 25[",Private,48121,HS-grad,9,Never-married,Handlers-cleaners, Own-child,*,Male,0,0,40,United-States, <=50K
15907,28278,"[20, 25[",Private,304302,HS-grad,9,Never-married,Handlers-cleaners, Own-child,*,Male,0,0,40,United-States, <=50K
15908,28279,"[30, 35[",Federal-gov,284703,Some-college,10,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,52,United-States, <=50K
15909,28280,"[15, 20[",Private,401198,11th,7,Never-married,Sales, Own-child,*,Female,0,0,15,United-States, <=50K
15910,28282,"[25, 30[",Private,32276,HS-grad,9,Never-married,Farming-fishing, Not-in-family,*,Male,0,0,40,United-States, <=50K
15911,28283,"[35, 40[",Private,110538,HS-grad,9,Divorced,Farming-fishing, Not-in-family,*,Male,0,0,70,United-States, <=50K
15912,28284,"[25, 30[",Private,257310,HS-grad,9,Never-married,Machine-op-inspct, Not-in-family,*,Male,0,0,40,United-States, <=50K
15913,28285,"[25, 30[",Self-emp-not-inc,411950,Some-college,10,Married-civ-spouse,Other-service, Husband,*,Male,0,0,40,United-States, <=50K
15914,28287,"[40, 45[",Self-emp-not-inc,52498,Bachelors,13,Never-married,Prof-specialty, Unmarried,*,Female,0,0,50,United-States, <=50K
15915,28288,"[35, 40[",Private,223433,Masters,14,Married-civ-spouse,Sales, Husband,*,Male,7688,0,50,United-States, >50K
15916,28289,"[35, 40[",Private,87076,HS-grad,9,Never-married,Machine-op-inspct, Own-child,*,Male,0,0,40,United-States, <=50K
15917,28294,"[65, 70[",Self-emp-inc,210381,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,99999,0,65,United-States, >50K
15918,28297,"[25, 30[",Private,59732,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
15919,28298,"[30, 35[",Private,192900,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, >50K
15920,28300,"[40, 45[",Private,272960,Assoc-acdm,12,Married-civ-spouse,Tech-support, Husband,*,Male,0,0,42,United-States, >50K
15921,28303,"[15, 20[",?,171964,HS-grad,9,Never-married,?, Own-child,*,Female,0,1602,20,United-States, <=50K
15922,28304,"[45, 50[",Private,315984,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,40,United-States, <=50K
15923,28305,"[35, 40[",Private,241962,HS-grad,9,Divorced,Machine-op-inspct, Not-in-family,*,Male,0,0,40,United-States, <=50K
15924,28306,"[40, 45[",Private,131591,HS-grad,9,Married-civ-spouse,Adm-clerical, Husband,*,Male,0,0,45,United-States, <=50K
15925,28308,"[50, 55[",Private,53197,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, >50K
15926,28309,"[20, 25[",Private,121023,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Female,0,0,40,United-States, <=50K
15927,28310,"[55, 60[",Self-emp-not-inc,287229,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,48,United-States, >50K
15928,28311,"[20, 25[",Private,163911,Some-college,10,Never-married,Adm-clerical, Own-child,*,Female,0,0,20,United-States, <=50K
15929,28312,"[30, 35[",Private,191834,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, >50K
15930,28314,"[45, 50[",Self-emp-not-inc,220978,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,50,United-States, <=50K
15931,28315,"[35, 40[",Private,365739,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, >50K
15932,28316,"[25, 30[",Private,50103,Some-college,10,Never-married,Sales, Not-in-family,*,Female,0,0,40,United-States, <=50K
15933,28317,"[35, 40[",Private,283293,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
15934,28318,"[35, 40[",Self-emp-not-inc,194534,Masters,14,Married-civ-spouse,Prof-specialty, Husband,*,Male,99999,0,60,United-States, >50K
15935,28319,"[15, 20[",Private,263338,HS-grad,9,Never-married,Handlers-cleaners, Own-child,*,Male,0,0,20,United-States, <=50K
15936,28320,"[35, 40[",?,504871,HS-grad,9,Married-civ-spouse,?, Husband,*,Male,0,0,40,United-States, >50K
15937,28321,"[30, 35[",Private,348592,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,44,United-States, <=50K
15938,28322,"[25, 30[",Private,173944,Masters,14,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
15939,28324,"[30, 35[",Private,172375,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Male,0,0,38,United-States, <=50K
15940,28325,"[55, 60[",Self-emp-inc,127728,Prof-school,15,Married-civ-spouse,Prof-specialty, Husband,*,Male,15024,0,60,United-States, >50K
15941,28326,"[45, 50[",Private,347025,Masters,14,Divorced,Prof-specialty, Not-in-family,*,Female,0,0,40,United-States, <=50K
15942,28327,"[35, 40[",Private,191335,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,56,United-States, <=50K
15943,28331,"[30, 35[",Private,74501,HS-grad,9,Divorced,Other-service, Unmarried,*,Female,0,0,30,United-States, <=50K
15944,28332,"[40, 45[",Private,245317,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,50,United-States, <=50K
15945,28337,"[40, 45[",Self-emp-not-inc,343190,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,1887,55,United-States, >50K
15946,28338,"[45, 50[",Private,235683,Masters,14,Divorced,Prof-specialty, Unmarried,*,Female,0,0,40,United-States, <=50K
15947,28339,"[40, 45[",Private,83237,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,55,United-States, >50K
15948,28341,"[25, 30[",Private,198801,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,45,United-States, <=50K
15949,28342,"[50, 55[",Private,168107,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, >50K
15950,28345,"[45, 50[",Private,695411,HS-grad,9,Divorced,Adm-clerical, Not-in-family,*,Female,0,0,44,United-States, <=50K
15951,28346,"[45, 50[",Self-emp-inc,139268,HS-grad,9,Married-civ-spouse,Sales, Husband,*,Male,0,0,50,United-States, >50K
15952,28347,"[40, 45[",Federal-gov,192771,HS-grad,9,Never-married,Adm-clerical, Unmarried,*,Female,0,0,40,United-States, <=50K
15953,28348,"[55, 60[",Self-emp-inc,122390,Some-college,10,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,1977,48,United-States, >50K
15954,28350,"[20, 25[",Private,180837,HS-grad,9,Never-married,Machine-op-inspct, Own-child,*,Female,0,0,40,United-States, <=50K
15955,28351,"[30, 35[",Private,159548,Some-college,10,Divorced,Adm-clerical, Unmarried,*,Female,0,0,38,United-States, <=50K
15956,28352,"[30, 35[",Private,110554,HS-grad,9,Divorced,Sales, Own-child,*,Female,0,0,35,United-States, <=50K
15957,28354,"[60, 65[",Private,178249,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,35,United-States, >50K
15958,28355,"[20, 25[",Private,138768,Some-college,10,Never-married,Sales, Other-relative,*,Male,0,0,40,United-States, <=50K
15959,28356,"[40, 45[",Private,321824,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,8,United-States, <=50K
15960,28359,"[50, 55[",Private,167651,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, >50K
15961,28361,"[15, 20[",Self-emp-not-inc,45546,Some-college,10,Never-married,Sales, Own-child,*,Female,0,0,16,United-States, <=50K
15962,28362,"[45, 50[",Private,420986,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, >50K
15963,28363,"[50, 55[",Self-emp-inc,68015,Some-college,10,Married-civ-spouse,Sales, Husband,*,Male,0,0,90,United-States, >50K
15964,28364,"[50, 55[",Private,175594,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
15965,28365,"[55, 60[",?,148673,HS-grad,9,Married-civ-spouse,?, Husband,*,Male,0,0,10,United-States, <=50K
15966,28366,"[30, 35[",Private,206322,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,73,United-States, >50K
15967,28367,"[35, 40[",Private,272338,HS-grad,9,Married-civ-spouse,Adm-clerical, Wife,*,Female,0,0,25,United-States, <=50K
15968,28369,"[60, 65[",Private,312498,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, <=50K
15969,28370,"[30, 35[",Private,177675,HS-grad,9,Never-married,Craft-repair, Own-child,*,Male,0,0,40,United-States, <=50K
15970,28371,"[50, 55[",Private,152810,HS-grad,9,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
15971,28373,"[25, 30[",Private,212304,HS-grad,9,Never-married,Machine-op-inspct, Unmarried,*,Male,0,0,40,United-States, <=50K
15972,28376,"[45, 50[",Private,208978,HS-grad,9,Divorced,Adm-clerical, Unmarried,*,Female,0,0,16,United-States, <=50K
15973,28377,"[20, 25[",Local-gov,442359,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Female,0,1092,40,United-States, <=50K
15974,28378,"[25, 30[",Private,198197,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Male,0,0,55,United-States, >50K
15975,28379,"[45, 50[",Private,261059,Masters,14,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,1977,50,United-States, >50K
15976,28380,"[40, 45[",Private,72791,Some-college,10,Never-married,Craft-repair, Own-child,*,Male,0,0,40,United-States, <=50K
15977,28381,"[20, 25[",Private,275395,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,50,United-States, <=50K
15978,28382,"[20, 25[",?,195767,HS-grad,9,Never-married,?, Own-child,*,Male,0,0,40,United-States, <=50K
15979,28385,"[35, 40[",Private,31269,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, <=50K
15980,28386,"[30, 35[",Local-gov,246291,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Female,0,0,46,United-States, <=50K
15981,28387,"[50, 55[",Federal-gov,128378,Bachelors,13,Divorced,Exec-managerial, Not-in-family,*,Male,0,0,40,United-States, <=50K
15982,28388,"[35, 40[",Local-gov,231180,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,45,United-States, <=50K
15983,28389,"[30, 35[",Local-gov,206297,HS-grad,9,Married-civ-spouse,Protective-serv, Husband,*,Male,0,0,40,United-States, >50K
15984,28391,"[45, 50[",Private,193075,HS-grad,9,Divorced,Sales, Own-child,*,Female,0,0,20,United-States, <=50K
15985,28393,"[35, 40[",Private,35945,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, >50K
15986,28394,"[20, 25[",?,141453,Some-college,10,Never-married,?, Own-child,*,Female,0,0,10,United-States, <=50K
15987,28396,"[30, 35[",Private,128016,Bachelors,13,Never-married,Exec-managerial, Not-in-family,*,Female,0,0,55,United-States, <=50K
15988,28397,"[35, 40[",Private,150057,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,55,United-States, >50K
15989,28398,"[25, 30[",Private,258276,Some-college,10,Never-married,Handlers-cleaners, Not-in-family,*,Male,0,0,40,United-States, <=50K
15990,28399,"[40, 45[",Private,188465,HS-grad,9,Divorced,Other-service, Not-in-family,*,Female,0,0,35,United-States, <=50K
15991,28400,"[25, 30[",Self-emp-inc,161007,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, <=50K
15992,28403,"[15, 20[",Private,120243,11th,7,Never-married,Other-service, Own-child,*,Male,0,0,10,United-States, <=50K
15993,28405,"[25, 30[",Private,306908,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,50,United-States, <=50K
15994,28407,"[50, 55[",Private,95540,Some-college,10,Divorced,Adm-clerical, Unmarried,*,Female,1471,0,40,United-States, <=50K
15995,28408,"[25, 30[",Private,135001,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
15996,28410,"[20, 25[",Private,185106,HS-grad,9,Never-married,Handlers-cleaners, Own-child,*,Male,0,0,40,United-States, <=50K
15997,28413,"[25, 30[",Private,205036,HS-grad,9,Never-married,Handlers-cleaners, Not-in-family,*,Male,0,0,42,United-States, <=50K
15998,28415,"[35, 40[",Private,159179,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
15999,28417,"[30, 35[",Private,177437,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,15024,0,45,United-States, >50K
16000,28418,"[30, 35[",Federal-gov,402361,HS-grad,9,Never-married,Adm-clerical, Not-in-family,*,Male,0,0,40,United-States, <=50K
16001,28419,"[55, 60[",Self-emp-not-inc,184553,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,50,United-States, >50K
16002,28420,"[30, 35[",Private,302626,Some-college,10,Divorced,Adm-clerical, Unmarried,*,Female,0,0,40,United-States, <=50K
16003,28421,"[35, 40[",Private,99138,Bachelors,13,Never-married,Exec-managerial, Not-in-family,*,Female,0,0,38,United-States, <=50K
16004,28423,"[35, 40[",Private,192923,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,2377,40,United-States, <=50K
16005,28424,"[15, 20[",Private,761006,11th,7,Never-married,Other-service, Own-child,*,Female,0,0,20,United-States, <=50K
16006,28426,"[25, 30[",Private,182344,HS-grad,9,Never-married,Other-service, Not-in-family,*,Male,0,0,40,United-States, <=50K
16007,28427,"[40, 45[",Self-emp-not-inc,117012,Masters,14,Never-married,Exec-managerial, Not-in-family,*,Female,0,0,55,United-States, <=50K
16008,28430,"[35, 40[",State-gov,314052,HS-grad,9,Divorced,Adm-clerical, Not-in-family,*,Female,0,0,38,United-States, <=50K
16009,28432,"[25, 30[",Private,165412,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
16010,28435,"[20, 25[",Private,185452,HS-grad,9,Never-married,Adm-clerical, Own-child,*,Female,0,0,40,United-States, <=50K
16011,28440,"[20, 25[",Private,211049,Some-college,10,Never-married,Exec-managerial, Own-child,*,Female,0,0,30,United-States, <=50K
16012,28443,"[15, 20[",Private,155021,11th,7,Never-married,Other-service, Own-child,*,Female,0,0,6,United-States, <=50K
16013,28446,"[60, 65[",Federal-gov,221943,Some-college,10,Married-civ-spouse,Adm-clerical, Husband,*,Male,9386,0,40,United-States, >50K
16014,28447,"[35, 40[",Private,114544,Bachelors,13,Divorced,Exec-managerial, Not-in-family,*,Male,0,0,45,United-States, >50K
16015,28448,"[30, 35[",Private,248584,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
16016,28451,"[30, 35[",Private,107624,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,50,United-States, <=50K
16017,28454,"[45, 50[",Private,98637,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,7298,0,50,United-States, >50K
16018,28455,"[25, 30[",Local-gov,216013,HS-grad,9,Married-civ-spouse,Handlers-cleaners, Husband,*,Male,0,0,40,United-States, <=50K
16019,28458,"[20, 25[",Private,77581,Bachelors,13,Never-married,Exec-managerial, Own-child,*,Male,0,0,40,United-States, <=50K
16020,28459,"[25, 30[",Private,152461,Bachelors,13,Never-married,Prof-specialty, Unmarried,*,Female,14344,0,50,United-States, >50K
16021,28460,"[20, 25[",Private,203263,HS-grad,9,Never-married,Craft-repair, Own-child,*,Male,0,0,50,United-States, <=50K
16022,28461,"[25, 30[",Private,261519,HS-grad,9,Never-married,Sales, Own-child,*,Male,0,0,35,United-States, <=50K
16023,28464,"[35, 40[",Local-gov,272471,HS-grad,9,Divorced,Adm-clerical, Unmarried,*,Female,0,0,40,United-States, <=50K
16024,28465,"[30, 35[",Private,311524,HS-grad,9,Never-married,Craft-repair, Own-child,*,Male,0,0,38,United-States, <=50K
16025,28469,"[50, 55[",Private,135388,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,5178,0,40,United-States, >50K
16026,28470,"[40, 45[",Private,169383,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,45,United-States, >50K
16027,28471,"[25, 30[",Self-emp-inc,191129,HS-grad,9,Never-married,Exec-managerial, Not-in-family,*,Male,0,0,65,United-States, >50K
16028,28475,"[55, 60[",Private,199934,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, >50K
16029,28479,"[25, 30[",Private,169759,HS-grad,9,Never-married,Handlers-cleaners, Own-child,*,Male,0,0,95,United-States, <=50K
16030,28484,"[30, 35[",Private,159979,Some-college,10,Never-married,Sales, Not-in-family,*,Female,0,0,50,United-States, <=50K
16031,28485,"[30, 35[",Private,203488,HS-grad,9,Never-married,Craft-repair, Own-child,*,Male,0,0,50,United-States, <=50K
16032,28486,"[20, 25[",Private,403671,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,60,United-States, <=50K
16033,28488,"[30, 35[",Private,167832,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,40,United-States, <=50K
16034,28489,"[50, 55[",Private,145166,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,15024,0,55,United-States, >50K
16035,28490,"[40, 45[",State-gov,155657,HS-grad,9,Divorced,Adm-clerical, Not-in-family,*,Female,0,0,25,United-States, <=50K
16036,28491,"[45, 50[",Private,116789,HS-grad,9,Married-civ-spouse,Farming-fishing, Husband,*,Male,0,0,40,United-States, <=50K
16037,28492,"[20, 25[",Private,39234,HS-grad,9,Never-married,Other-service, Own-child,*,Male,0,0,30,United-States, <=50K
16038,28493,"[25, 30[",Private,124111,Bachelors,13,Never-married,Adm-clerical, Own-child,*,Female,0,0,40,United-States, <=50K
16039,28495,"[55, 60[",Private,143372,HS-grad,9,Divorced,Sales, Unmarried,*,Female,0,0,40,United-States, <=50K
16040,28498,"[30, 35[",Private,154087,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, <=50K
16041,28499,"[25, 30[",Federal-gov,440647,Some-college,10,Never-married,Adm-clerical, Other-relative,*,Male,0,0,40,United-States, <=50K
16042,28502,"[15, 20[",Private,284652,Some-college,10,Never-married,Adm-clerical, Own-child,*,Female,0,0,15,United-States, <=50K
16043,28503,"[20, 25[",?,214635,Some-college,10,Never-married,?, Own-child,*,Male,0,0,24,United-States, <=50K
16044,28506,"[40, 45[",Self-emp-inc,45054,Some-college,10,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,40,United-States, >50K
16045,28510,"[35, 40[",Private,179668,Some-college,10,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
16046,28512,"[25, 30[",Private,192022,Bachelors,13,Never-married,Other-service, Other-relative,*,Female,0,0,40,United-States, <=50K
16047,28516,"[30, 35[",Private,196125,HS-grad,9,Married-civ-spouse,Handlers-cleaners, Husband,*,Male,0,0,40,United-States, <=50K
16048,28517,"[15, 20[",Private,275051,11th,7,Never-married,Adm-clerical, Own-child,*,Female,0,0,8,United-States, <=50K
16049,28519,"[35, 40[",Federal-gov,376455,Prof-school,15,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,1887,50,United-States, >50K
16050,28520,"[25, 30[",Private,267989,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,45,United-States, <=50K
16051,28522,"[40, 45[",Private,204235,Some-college,10,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
